------------------------------------------------------------
 Model:        del_Med
 Constituents included: m2  s2  n2  k2  k1  o1  p1  q1  
 
     Lat       Lon        mm.dd.yyyy hh:mm:ss     z(m)   Depth(m)
    41.3589   16.1972     11.30.2019 23:00:00    -0.102     5.000
    41.3589   16.1972     12.01.2019 00:00:00    -0.070     5.000
    41.3589   16.1972     12.01.2019 01:00:00    -0.020     5.000
    41.3589   16.1972     12.01.2019 02:00:00     0.038     5.000
    41.3589   16.1972     12.01.2019 03:00:00     0.091     5.000
    41.3589   16.1972     12.01.2019 04:00:00     0.129     5.000
    41.3589   16.1972     12.01.2019 05:00:00     0.143     5.000
    41.3589   16.1972     12.01.2019 06:00:00     0.132     5.000
    41.3589   16.1972     12.01.2019 07:00:00     0.098     5.000
    41.3589   16.1972     12.01.2019 08:00:00     0.051     5.000
    41.3589   16.1972     12.01.2019 09:00:00     0.002     5.000
    41.3589   16.1972     12.01.2019 10:00:00    -0.040     5.000
    41.3589   16.1972     12.01.2019 11:00:00    -0.066     5.000
    41.3589   16.1972     12.01.2019 12:00:00    -0.073     5.000
    41.3589   16.1972     12.01.2019 13:00:00    -0.062     5.000
    41.3589   16.1972     12.01.2019 14:00:00    -0.039     5.000
    41.3589   16.1972     12.01.2019 15:00:00    -0.013     5.000
    41.3589   16.1972     12.01.2019 16:00:00     0.007     5.000
    41.3589   16.1972     12.01.2019 17:00:00     0.016     5.000
    41.3589   16.1972     12.01.2019 18:00:00     0.011     5.000
    41.3589   16.1972     12.01.2019 19:00:00    -0.008     5.000
    41.3589   16.1972     12.01.2019 20:00:00    -0.033     5.000
    41.3589   16.1972     12.01.2019 21:00:00    -0.059     5.000
    41.3589   16.1972     12.01.2019 22:00:00    -0.076     5.000
    41.3589   16.1972     12.01.2019 23:00:00    -0.078     5.000
    41.3589   16.1972     12.02.2019 00:00:00    -0.063     5.000
    41.3589   16.1972     12.02.2019 01:00:00    -0.033     5.000
    41.3589   16.1972     12.02.2019 02:00:00     0.008     5.000
    41.3589   16.1972     12.02.2019 03:00:00     0.051     5.000
    41.3589   16.1972     12.02.2019 04:00:00     0.087     5.000
    41.3589   16.1972     12.02.2019 05:00:00     0.109     5.000
    41.3589   16.1972     12.02.2019 06:00:00     0.114     5.000
    41.3589   16.1972     12.02.2019 07:00:00     0.100     5.000
    41.3589   16.1972     12.02.2019 08:00:00     0.072     5.000
    41.3589   16.1972     12.02.2019 09:00:00     0.035     5.000
    41.3589   16.1972     12.02.2019 10:00:00    -0.003     5.000
    41.3589   16.1972     12.02.2019 11:00:00    -0.034     5.000
    41.3589   16.1972     12.02.2019 12:00:00    -0.053     5.000
    41.3589   16.1972     12.02.2019 13:00:00    -0.060     5.000
    41.3589   16.1972     12.02.2019 14:00:00    -0.054     5.000
    41.3589   16.1972     12.02.2019 15:00:00    -0.040     5.000
    41.3589   16.1972     12.02.2019 16:00:00    -0.024     5.000
    41.3589   16.1972     12.02.2019 17:00:00    -0.011     5.000
    41.3589   16.1972     12.02.2019 18:00:00    -0.004     5.000
    41.3589   16.1972     12.02.2019 19:00:00    -0.006     5.000
    41.3589   16.1972     12.02.2019 20:00:00    -0.015     5.000
    41.3589   16.1972     12.02.2019 21:00:00    -0.028     5.000
    41.3589   16.1972     12.02.2019 22:00:00    -0.040     5.000
    41.3589   16.1972     12.02.2019 23:00:00    -0.046     5.000
    41.3589   16.1972     12.03.2019 00:00:00    -0.043     5.000
    41.3589   16.1972     12.03.2019 01:00:00    -0.030     5.000
    41.3589   16.1972     12.03.2019 02:00:00    -0.008     5.000
    41.3589   16.1972     12.03.2019 03:00:00     0.019     5.000
    41.3589   16.1972     12.03.2019 04:00:00     0.047     5.000
    41.3589   16.1972     12.03.2019 05:00:00     0.071     5.000
    41.3589   16.1972     12.03.2019 06:00:00     0.085     5.000
    41.3589   16.1972     12.03.2019 07:00:00     0.088     5.000
    41.3589   16.1972     12.03.2019 08:00:00     0.078     5.000
    41.3589   16.1972     12.03.2019 09:00:00     0.057     5.000
    41.3589   16.1972     12.03.2019 10:00:00     0.030     5.000
    41.3589   16.1972     12.03.2019 11:00:00     0.000     5.000
    41.3589   16.1972     12.03.2019 12:00:00    -0.026     5.000
    41.3589   16.1972     12.03.2019 13:00:00    -0.046     5.000
    41.3589   16.1972     12.03.2019 14:00:00    -0.057     5.000
    41.3589   16.1972     12.03.2019 15:00:00    -0.059     5.000
    41.3589   16.1972     12.03.2019 16:00:00    -0.052     5.000
    41.3589   16.1972     12.03.2019 17:00:00    -0.041     5.000
    41.3589   16.1972     12.03.2019 18:00:00    -0.028     5.000
    41.3589   16.1972     12.03.2019 19:00:00    -0.016     5.000
    41.3589   16.1972     12.03.2019 20:00:00    -0.008     5.000
    41.3589   16.1972     12.03.2019 21:00:00    -0.005     5.000
    41.3589   16.1972     12.03.2019 22:00:00    -0.006     5.000
    41.3589   16.1972     12.03.2019 23:00:00    -0.010     5.000
    41.3589   16.1972     12.04.2019 00:00:00    -0.013     5.000
    41.3589   16.1972     12.04.2019 01:00:00    -0.014     5.000
    41.3589   16.1972     12.04.2019 02:00:00    -0.010     5.000
    41.3589   16.1972     12.04.2019 03:00:00    -0.000     5.000
    41.3589   16.1972     12.04.2019 04:00:00     0.014     5.000
    41.3589   16.1972     12.04.2019 05:00:00     0.032     5.000
    41.3589   16.1972     12.04.2019 06:00:00     0.050     5.000
    41.3589   16.1972     12.04.2019 07:00:00     0.063     5.000
    41.3589   16.1972     12.04.2019 08:00:00     0.070     5.000
    41.3589   16.1972     12.04.2019 09:00:00     0.067     5.000
    41.3589   16.1972     12.04.2019 10:00:00     0.054     5.000
    41.3589   16.1972     12.04.2019 11:00:00     0.032     5.000
    41.3589   16.1972     12.04.2019 12:00:00     0.005     5.000
    41.3589   16.1972     12.04.2019 13:00:00    -0.024     5.000
    41.3589   16.1972     12.04.2019 14:00:00    -0.050     5.000
    41.3589   16.1972     12.04.2019 15:00:00    -0.068     5.000
    41.3589   16.1972     12.04.2019 16:00:00    -0.075     5.000
    41.3589   16.1972     12.04.2019 17:00:00    -0.071     5.000
    41.3589   16.1972     12.04.2019 18:00:00    -0.057     5.000
    41.3589   16.1972     12.04.2019 19:00:00    -0.036     5.000
    41.3589   16.1972     12.04.2019 20:00:00    -0.014     5.000
    41.3589   16.1972     12.04.2019 21:00:00     0.007     5.000
    41.3589   16.1972     12.04.2019 22:00:00     0.021     5.000
    41.3589   16.1972     12.04.2019 23:00:00     0.026     5.000
    41.3589   16.1972     12.05.2019 00:00:00     0.023     5.000
    41.3589   16.1972     12.05.2019 01:00:00     0.014     5.000
    41.3589   16.1972     12.05.2019 02:00:00     0.003     5.000
    41.3589   16.1972     12.05.2019 03:00:00    -0.005     5.000
    41.3589   16.1972     12.05.2019 04:00:00    -0.008     5.000
    41.3589   16.1972     12.05.2019 05:00:00    -0.002     5.000
    41.3589   16.1972     12.05.2019 06:00:00     0.012     5.000
    41.3589   16.1972     12.05.2019 07:00:00     0.030     5.000
    41.3589   16.1972     12.05.2019 08:00:00     0.049     5.000
    41.3589   16.1972     12.05.2019 09:00:00     0.063     5.000
    41.3589   16.1972     12.05.2019 10:00:00     0.067     5.000
    41.3589   16.1972     12.05.2019 11:00:00     0.058     5.000
    41.3589   16.1972     12.05.2019 12:00:00     0.036     5.000
    41.3589   16.1972     12.05.2019 13:00:00     0.004     5.000
    41.3589   16.1972     12.05.2019 14:00:00    -0.033     5.000
    41.3589   16.1972     12.05.2019 15:00:00    -0.066     5.000
    41.3589   16.1972     12.05.2019 16:00:00    -0.089     5.000
    41.3589   16.1972     12.05.2019 17:00:00    -0.097     5.000
    41.3589   16.1972     12.05.2019 18:00:00    -0.088     5.000
    41.3589   16.1972     12.05.2019 19:00:00    -0.064     5.000
    41.3589   16.1972     12.05.2019 20:00:00    -0.030     5.000
    41.3589   16.1972     12.05.2019 21:00:00     0.007     5.000
    41.3589   16.1972     12.05.2019 22:00:00     0.038     5.000
    41.3589   16.1972     12.05.2019 23:00:00     0.057     5.000
    41.3589   16.1972     12.06.2019 00:00:00     0.061     5.000
    41.3589   16.1972     12.06.2019 01:00:00     0.051     5.000
    41.3589   16.1972     12.06.2019 02:00:00     0.029     5.000
    41.3589   16.1972     12.06.2019 03:00:00     0.004     5.000
    41.3589   16.1972     12.06.2019 04:00:00    -0.017     5.000
    41.3589   16.1972     12.06.2019 05:00:00    -0.028     5.000
    41.3589   16.1972     12.06.2019 06:00:00    -0.025     5.000
    41.3589   16.1972     12.06.2019 07:00:00    -0.008     5.000
    41.3589   16.1972     12.06.2019 08:00:00     0.018     5.000
    41.3589   16.1972     12.06.2019 09:00:00     0.046     5.000
    41.3589   16.1972     12.06.2019 10:00:00     0.067     5.000
    41.3589   16.1972     12.06.2019 11:00:00     0.074     5.000
    41.3589   16.1972     12.06.2019 12:00:00     0.063     5.000
    41.3589   16.1972     12.06.2019 13:00:00     0.034     5.000
    41.3589   16.1972     12.06.2019 14:00:00    -0.008     5.000
    41.3589   16.1972     12.06.2019 15:00:00    -0.053     5.000
    41.3589   16.1972     12.06.2019 16:00:00    -0.092     5.000
    41.3589   16.1972     12.06.2019 17:00:00    -0.115     5.000
    41.3589   16.1972     12.06.2019 18:00:00    -0.117     5.000
    41.3589   16.1972     12.06.2019 19:00:00    -0.095     5.000
    41.3589   16.1972     12.06.2019 20:00:00    -0.055     5.000
    41.3589   16.1972     12.06.2019 21:00:00    -0.005     5.000
    41.3589   16.1972     12.06.2019 22:00:00     0.043     5.000
    41.3589   16.1972     12.06.2019 23:00:00     0.080     5.000
    41.3589   16.1972     12.07.2019 00:00:00     0.097     5.000
    41.3589   16.1972     12.07.2019 01:00:00     0.091     5.000
    41.3589   16.1972     12.07.2019 02:00:00     0.066     5.000
    41.3589   16.1972     12.07.2019 03:00:00     0.028     5.000
    41.3589   16.1972     12.07.2019 04:00:00    -0.011     5.000
    41.3589   16.1972     12.07.2019 05:00:00    -0.041     5.000
    41.3589   16.1972     12.07.2019 06:00:00    -0.054     5.000
    41.3589   16.1972     12.07.2019 07:00:00    -0.046     5.000
    41.3589   16.1972     12.07.2019 08:00:00    -0.020     5.000
    41.3589   16.1972     12.07.2019 09:00:00     0.017     5.000
    41.3589   16.1972     12.07.2019 10:00:00     0.053     5.000
    41.3589   16.1972     12.07.2019 11:00:00     0.077     5.000
    41.3589   16.1972     12.07.2019 12:00:00     0.082     5.000
    41.3589   16.1972     12.07.2019 13:00:00     0.062     5.000
    41.3589   16.1972     12.07.2019 14:00:00     0.022     5.000
    41.3589   16.1972     12.07.2019 15:00:00    -0.031     5.000
    41.3589   16.1972     12.07.2019 16:00:00    -0.084     5.000
    41.3589   16.1972     12.07.2019 17:00:00    -0.123     5.000
    41.3589   16.1972     12.07.2019 18:00:00    -0.139     5.000
    41.3589   16.1972     12.07.2019 19:00:00    -0.127     5.000
    41.3589   16.1972     12.07.2019 20:00:00    -0.087     5.000
    41.3589   16.1972     12.07.2019 21:00:00    -0.029     5.000
    41.3589   16.1972     12.07.2019 22:00:00     0.034     5.000
    41.3589   16.1972     12.07.2019 23:00:00     0.090     5.000
    41.3589   16.1972     12.08.2019 00:00:00     0.124     5.000
    41.3589   16.1972     12.08.2019 01:00:00     0.131     5.000
    41.3589   16.1972     12.08.2019 02:00:00     0.108     5.000
    41.3589   16.1972     12.08.2019 03:00:00     0.065     5.000
    41.3589   16.1972     12.08.2019 04:00:00     0.011     5.000
    41.3589   16.1972     12.08.2019 05:00:00    -0.038     5.000
    41.3589   16.1972     12.08.2019 06:00:00    -0.071     5.000
    41.3589   16.1972     12.08.2019 07:00:00    -0.078     5.000
    41.3589   16.1972     12.08.2019 08:00:00    -0.059     5.000
    41.3589   16.1972     12.08.2019 09:00:00    -0.021     5.000
    41.3589   16.1972     12.08.2019 10:00:00     0.026     5.000
    41.3589   16.1972     12.08.2019 11:00:00     0.067     5.000
    41.3589   16.1972     12.08.2019 12:00:00     0.089     5.000
    41.3589   16.1972     12.08.2019 13:00:00     0.085     5.000
    41.3589   16.1972     12.08.2019 14:00:00     0.052     5.000
    41.3589   16.1972     12.08.2019 15:00:00    -0.001     5.000
    41.3589   16.1972     12.08.2019 16:00:00    -0.064     5.000
    41.3589   16.1972     12.08.2019 17:00:00    -0.119     5.000
    41.3589   16.1972     12.08.2019 18:00:00    -0.152     5.000
    41.3589   16.1972     12.08.2019 19:00:00    -0.154     5.000
    41.3589   16.1972     12.08.2019 20:00:00    -0.122     5.000
    41.3589   16.1972     12.08.2019 21:00:00    -0.063     5.000
    41.3589   16.1972     12.08.2019 22:00:00     0.012     5.000
    41.3589   16.1972     12.08.2019 23:00:00     0.084     5.000
    41.3589   16.1972     12.09.2019 00:00:00     0.138     5.000
    41.3589   16.1972     12.09.2019 01:00:00     0.162     5.000
    41.3589   16.1972     12.09.2019 02:00:00     0.151     5.000
    41.3589   16.1972     12.09.2019 03:00:00     0.109     5.000
    41.3589   16.1972     12.09.2019 04:00:00     0.047     5.000
    41.3589   16.1972     12.09.2019 05:00:00    -0.019     5.000
    41.3589   16.1972     12.09.2019 06:00:00    -0.071     5.000
    41.3589   16.1972     12.09.2019 07:00:00    -0.098     5.000
    41.3589   16.1972     12.09.2019 08:00:00    -0.094     5.000
    41.3589   16.1972     12.09.2019 09:00:00    -0.061     5.000
    41.3589   16.1972     12.09.2019 10:00:00    -0.010     5.000
    41.3589   16.1972     12.09.2019 11:00:00     0.043     5.000
    41.3589   16.1972     12.09.2019 12:00:00     0.083     5.000
    41.3589   16.1972     12.09.2019 13:00:00     0.097     5.000
    41.3589   16.1972     12.09.2019 14:00:00     0.078     5.000
    41.3589   16.1972     12.09.2019 15:00:00     0.031     5.000
    41.3589   16.1972     12.09.2019 16:00:00    -0.034     5.000
    41.3589   16.1972     12.09.2019 17:00:00    -0.101     5.000
    41.3589   16.1972     12.09.2019 18:00:00    -0.152     5.000
    41.3589   16.1972     12.09.2019 19:00:00    -0.172     5.000
    41.3589   16.1972     12.09.2019 20:00:00    -0.154     5.000
    41.3589   16.1972     12.09.2019 21:00:00    -0.101     5.000
    41.3589   16.1972     12.09.2019 22:00:00    -0.024     5.000
    41.3589   16.1972     12.09.2019 23:00:00     0.061     5.000
    41.3589   16.1972     12.10.2019 00:00:00     0.135     5.000
    41.3589   16.1972     12.10.2019 01:00:00     0.179     5.000
    41.3589   16.1972     12.10.2019 02:00:00     0.186     5.000
    41.3589   16.1972     12.10.2019 03:00:00     0.154     5.000
    41.3589   16.1972     12.10.2019 04:00:00     0.092     5.000
    41.3589   16.1972     12.10.2019 05:00:00     0.017     5.000
    41.3589   16.1972     12.10.2019 06:00:00    -0.054     5.000
    41.3589   16.1972     12.10.2019 07:00:00    -0.102     5.000
    41.3589   16.1972     12.10.2019 08:00:00    -0.118     5.000
    41.3589   16.1972     12.10.2019 09:00:00    -0.098     5.000
    41.3589   16.1972     12.10.2019 10:00:00    -0.052     5.000
    41.3589   16.1972     12.10.2019 11:00:00     0.008     5.000
    41.3589   16.1972     12.10.2019 12:00:00     0.063     5.000
    41.3589   16.1972     12.10.2019 13:00:00     0.095     5.000
    41.3589   16.1972     12.10.2019 14:00:00     0.095     5.000
    41.3589   16.1972     12.10.2019 15:00:00     0.061     5.000
    41.3589   16.1972     12.10.2019 16:00:00     0.000     5.000
    41.3589   16.1972     12.10.2019 17:00:00    -0.072     5.000
    41.3589   16.1972     12.10.2019 18:00:00    -0.137     5.000
    41.3589   16.1972     12.10.2019 19:00:00    -0.176     5.000
    41.3589   16.1972     12.10.2019 20:00:00    -0.177     5.000
    41.3589   16.1972     12.10.2019 21:00:00    -0.138     5.000
    41.3589   16.1972     12.10.2019 22:00:00    -0.066     5.000
    41.3589   16.1972     12.10.2019 23:00:00     0.024     5.000
    41.3589   16.1972     12.11.2019 00:00:00     0.112     5.000
    41.3589   16.1972     12.11.2019 01:00:00     0.178     5.000
    41.3589   16.1972     12.11.2019 02:00:00     0.206     5.000
    41.3589   16.1972     12.11.2019 03:00:00     0.192     5.000
    41.3589   16.1972     12.11.2019 04:00:00     0.140     5.000
    41.3589   16.1972     12.11.2019 05:00:00     0.063     5.000
    41.3589   16.1972     12.11.2019 06:00:00    -0.019     5.000
    41.3589   16.1972     12.11.2019 07:00:00    -0.086     5.000
    41.3589   16.1972     12.11.2019 08:00:00    -0.124     5.000
    41.3589   16.1972     12.11.2019 09:00:00    -0.124     5.000
    41.3589   16.1972     12.11.2019 10:00:00    -0.090     5.000
    41.3589   16.1972     12.11.2019 11:00:00    -0.033     5.000
    41.3589   16.1972     12.11.2019 12:00:00     0.030     5.000
    41.3589   16.1972     12.11.2019 13:00:00     0.079     5.000
    41.3589   16.1972     12.11.2019 14:00:00     0.099     5.000
    41.3589   16.1972     12.11.2019 15:00:00     0.083     5.000
    41.3589   16.1972     12.11.2019 16:00:00     0.034     5.000
    41.3589   16.1972     12.11.2019 17:00:00    -0.036     5.000
    41.3589   16.1972     12.11.2019 18:00:00    -0.108     5.000
    41.3589   16.1972     12.11.2019 19:00:00    -0.164     5.000
    41.3589   16.1972     12.11.2019 20:00:00    -0.186     5.000
    41.3589   16.1972     12.11.2019 21:00:00    -0.167     5.000
    41.3589   16.1972     12.11.2019 22:00:00    -0.108     5.000
    41.3589   16.1972     12.11.2019 23:00:00    -0.022     5.000
    41.3589   16.1972     12.12.2019 00:00:00     0.073     5.000
    41.3589   16.1972     12.12.2019 01:00:00     0.155     5.000
    41.3589   16.1972     12.12.2019 02:00:00     0.207     5.000
    41.3589   16.1972     12.12.2019 03:00:00     0.216     5.000
    41.3589   16.1972     12.12.2019 04:00:00     0.182     5.000
    41.3589   16.1972     12.12.2019 05:00:00     0.114     5.000
    41.3589   16.1972     12.12.2019 06:00:00     0.029     5.000
    41.3589   16.1972     12.12.2019 07:00:00    -0.052     5.000
    41.3589   16.1972     12.12.2019 08:00:00    -0.110     5.000
    41.3589   16.1972     12.12.2019 09:00:00    -0.133     5.000
    41.3589   16.1972     12.12.2019 10:00:00    -0.118     5.000
    41.3589   16.1972     12.12.2019 11:00:00    -0.072     5.000
    41.3589   16.1972     12.12.2019 12:00:00    -0.010     5.000
    41.3589   16.1972     12.12.2019 13:00:00     0.048     5.000
    41.3589   16.1972     12.12.2019 14:00:00     0.086     5.000
    41.3589   16.1972     12.12.2019 15:00:00     0.091     5.000
    41.3589   16.1972     12.12.2019 16:00:00     0.061     5.000
    41.3589   16.1972     12.12.2019 17:00:00     0.002     5.000
    41.3589   16.1972     12.12.2019 18:00:00    -0.070     5.000
    41.3589   16.1972     12.12.2019 19:00:00    -0.136     5.000
    41.3589   16.1972     12.12.2019 20:00:00    -0.177     5.000
    41.3589   16.1972     12.12.2019 21:00:00    -0.180     5.000
    41.3589   16.1972     12.12.2019 22:00:00    -0.142     5.000
    41.3589   16.1972     12.12.2019 23:00:00    -0.069     5.000
    41.3589   16.1972     12.13.2019 00:00:00     0.023     5.000
    41.3589   16.1972     12.13.2019 01:00:00     0.115     5.000
    41.3589   16.1972     12.13.2019 02:00:00     0.185     5.000
    41.3589   16.1972     12.13.2019 03:00:00     0.218     5.000
    41.3589   16.1972     12.13.2019 04:00:00     0.208     5.000
    41.3589   16.1972     12.13.2019 05:00:00     0.158     5.000
    41.3589   16.1972     12.13.2019 06:00:00     0.081     5.000
    41.3589   16.1972     12.13.2019 07:00:00    -0.004     5.000
    41.3589   16.1972     12.13.2019 08:00:00    -0.077     5.000
    41.3589   16.1972     12.13.2019 09:00:00    -0.121     5.000
    41.3589   16.1972     12.13.2019 10:00:00    -0.130     5.000
    41.3589   16.1972     12.13.2019 11:00:00    -0.103     5.000
    41.3589   16.1972     12.13.2019 12:00:00    -0.051     5.000
    41.3589   16.1972     12.13.2019 13:00:00     0.009     5.000
    41.3589   16.1972     12.13.2019 14:00:00     0.058     5.000
    41.3589   16.1972     12.13.2019 15:00:00     0.082     5.000
    41.3589   16.1972     12.13.2019 16:00:00     0.073     5.000
    41.3589   16.1972     12.13.2019 17:00:00     0.032     5.000
    41.3589   16.1972     12.13.2019 18:00:00    -0.030     5.000
    41.3589   16.1972     12.13.2019 19:00:00    -0.097     5.000
    41.3589   16.1972     12.13.2019 20:00:00    -0.150     5.000
    41.3589   16.1972     12.13.2019 21:00:00    -0.174     5.000
    41.3589   16.1972     12.13.2019 22:00:00    -0.159     5.000
    41.3589   16.1972     12.13.2019 23:00:00    -0.107     5.000
    41.3589   16.1972     12.14.2019 00:00:00    -0.028     5.000
    41.3589   16.1972     12.14.2019 01:00:00     0.063     5.000
    41.3589   16.1972     12.14.2019 02:00:00     0.143     5.000
    41.3589   16.1972     12.14.2019 03:00:00     0.197     5.000
    41.3589   16.1972     12.14.2019 04:00:00     0.212     5.000
    41.3589   16.1972     12.14.2019 05:00:00     0.186     5.000
    41.3589   16.1972     12.14.2019 06:00:00     0.127     5.000
    41.3589   16.1972     12.14.2019 07:00:00     0.049     5.000
    41.3589   16.1972     12.14.2019 08:00:00    -0.029     5.000
    41.3589   16.1972     12.14.2019 09:00:00    -0.090     5.000
    41.3589   16.1972     12.14.2019 10:00:00    -0.121     5.000
    41.3589   16.1972     12.14.2019 11:00:00    -0.117     5.000
    41.3589   16.1972     12.14.2019 12:00:00    -0.084     5.000
    41.3589   16.1972     12.14.2019 13:00:00    -0.033     5.000
    41.3589   16.1972     12.14.2019 14:00:00     0.020     5.000
    41.3589   16.1972     12.14.2019 15:00:00     0.057     5.000
    41.3589   16.1972     12.14.2019 16:00:00     0.068     5.000
    41.3589   16.1972     12.14.2019 17:00:00     0.049     5.000
    41.3589   16.1972     12.14.2019 18:00:00     0.005     5.000
    41.3589   16.1972     12.14.2019 19:00:00    -0.054     5.000
    41.3589   16.1972     12.14.2019 20:00:00    -0.110     5.000
    41.3589   16.1972     12.14.2019 21:00:00    -0.148     5.000
    41.3589   16.1972     12.14.2019 22:00:00    -0.155     5.000
    41.3589   16.1972     12.14.2019 23:00:00    -0.127     5.000
    41.3589   16.1972     12.15.2019 00:00:00    -0.069     5.000
    41.3589   16.1972     12.15.2019 01:00:00     0.009     5.000
    41.3589   16.1972     12.15.2019 02:00:00     0.090     5.000
    41.3589   16.1972     12.15.2019 03:00:00     0.156     5.000
    41.3589   16.1972     12.15.2019 04:00:00     0.192     5.000
    41.3589   16.1972     12.15.2019 05:00:00     0.193     5.000
    41.3589   16.1972     12.15.2019 06:00:00     0.158     5.000
    41.3589   16.1972     12.15.2019 07:00:00     0.096     5.000
    41.3589   16.1972     12.15.2019 08:00:00     0.024     5.000
    41.3589   16.1972     12.15.2019 09:00:00    -0.044     5.000
    41.3589   16.1972     12.15.2019 10:00:00    -0.092     5.000
    41.3589   16.1972     12.15.2019 11:00:00    -0.112     5.000
    41.3589   16.1972     12.15.2019 12:00:00    -0.102     5.000
    41.3589   16.1972     12.15.2019 13:00:00    -0.068     5.000
    41.3589   16.1972     12.15.2019 14:00:00    -0.023     5.000
    41.3589   16.1972     12.15.2019 15:00:00     0.019     5.000
    41.3589   16.1972     12.15.2019 16:00:00     0.046     5.000
    41.3589   16.1972     12.15.2019 17:00:00     0.048     5.000
    41.3589   16.1972     12.15.2019 18:00:00     0.026     5.000
    41.3589   16.1972     12.15.2019 19:00:00    -0.015     5.000
    41.3589   16.1972     12.15.2019 20:00:00    -0.063     5.000
    41.3589   16.1972     12.15.2019 21:00:00    -0.106     5.000
    41.3589   16.1972     12.15.2019 22:00:00    -0.129     5.000
    41.3589   16.1972     12.15.2019 23:00:00    -0.124     5.000
    41.3589   16.1972     12.16.2019 00:00:00    -0.090     5.000
    41.3589   16.1972     12.16.2019 01:00:00    -0.034     5.000
    41.3589   16.1972     12.16.2019 02:00:00     0.035     5.000
    41.3589   16.1972     12.16.2019 03:00:00     0.102     5.000
    41.3589   16.1972     12.16.2019 04:00:00     0.151     5.000
    41.3589   16.1972     12.16.2019 05:00:00     0.174     5.000
    41.3589   16.1972     12.16.2019 06:00:00     0.165     5.000
    41.3589   16.1972     12.16.2019 07:00:00     0.127     5.000
    41.3589   16.1972     12.16.2019 08:00:00     0.070     5.000
    41.3589   16.1972     12.16.2019 09:00:00     0.007     5.000
    41.3589   16.1972     12.16.2019 10:00:00    -0.049     5.000
    41.3589   16.1972     12.16.2019 11:00:00    -0.087     5.000
    41.3589   16.1972     12.16.2019 12:00:00    -0.101     5.000
    41.3589   16.1972     12.16.2019 13:00:00    -0.090     5.000
    41.3589   16.1972     12.16.2019 14:00:00    -0.061     5.000
    41.3589   16.1972     12.16.2019 15:00:00    -0.024     5.000
    41.3589   16.1972     12.16.2019 16:00:00     0.008     5.000
    41.3589   16.1972     12.16.2019 17:00:00     0.028     5.000
    41.3589   16.1972     12.16.2019 18:00:00     0.029     5.000
    41.3589   16.1972     12.16.2019 19:00:00     0.011     5.000
    41.3589   16.1972     12.16.2019 20:00:00    -0.021     5.000
    41.3589   16.1972     12.16.2019 21:00:00    -0.056     5.000
    41.3589   16.1972     12.16.2019 22:00:00    -0.084     5.000
    41.3589   16.1972     12.16.2019 23:00:00    -0.097     5.000
    41.3589   16.1972     12.17.2019 00:00:00    -0.087     5.000
    41.3589   16.1972     12.17.2019 01:00:00    -0.056     5.000
    41.3589   16.1972     12.17.2019 02:00:00    -0.008     5.000
    41.3589   16.1972     12.17.2019 03:00:00     0.047     5.000
    41.3589   16.1972     12.17.2019 04:00:00     0.098     5.000
    41.3589   16.1972     12.17.2019 05:00:00     0.134     5.000
    41.3589   16.1972     12.17.2019 06:00:00     0.147     5.000
    41.3589   16.1972     12.17.2019 07:00:00     0.135     5.000
    41.3589   16.1972     12.17.2019 08:00:00     0.101     5.000
    41.3589   16.1972     12.17.2019 09:00:00     0.052     5.000
    41.3589   16.1972     12.17.2019 10:00:00    -0.001     5.000
    41.3589   16.1972     12.17.2019 11:00:00    -0.048     5.000
    41.3589   16.1972     12.17.2019 12:00:00    -0.080     5.000
    41.3589   16.1972     12.17.2019 13:00:00    -0.093     5.000
    41.3589   16.1972     12.17.2019 14:00:00    -0.086     5.000
    41.3589   16.1972     12.17.2019 15:00:00    -0.065     5.000
    41.3589   16.1972     12.17.2019 16:00:00    -0.036     5.000
    41.3589   16.1972     12.17.2019 17:00:00    -0.008     5.000
    41.3589   16.1972     12.17.2019 18:00:00     0.011     5.000
    41.3589   16.1972     12.17.2019 19:00:00     0.017     5.000
    41.3589   16.1972     12.17.2019 20:00:00     0.009     5.000
    41.3589   16.1972     12.17.2019 21:00:00    -0.009     5.000
    41.3589   16.1972     12.17.2019 22:00:00    -0.031     5.000
    41.3589   16.1972     12.17.2019 23:00:00    -0.050     5.000
    41.3589   16.1972     12.18.2019 00:00:00    -0.059     5.000
    41.3589   16.1972     12.18.2019 01:00:00    -0.052     5.000
    41.3589   16.1972     12.18.2019 02:00:00    -0.030     5.000
    41.3589   16.1972     12.18.2019 03:00:00     0.004     5.000
    41.3589   16.1972     12.18.2019 04:00:00     0.043     5.000
    41.3589   16.1972     12.18.2019 05:00:00     0.081     5.000
    41.3589   16.1972     12.18.2019 06:00:00     0.107     5.000
    41.3589   16.1972     12.18.2019 07:00:00     0.118     5.000
    41.3589   16.1972     12.18.2019 08:00:00     0.109     5.000
    41.3589   16.1972     12.18.2019 09:00:00     0.082     5.000
    41.3589   16.1972     12.18.2019 10:00:00     0.042     5.000
    41.3589   16.1972     12.18.2019 11:00:00    -0.003     5.000
    41.3589   16.1972     12.18.2019 12:00:00    -0.046     5.000
    41.3589   16.1972     12.18.2019 13:00:00    -0.077     5.000
    41.3589   16.1972     12.18.2019 14:00:00    -0.094     5.000
    41.3589   16.1972     12.18.2019 15:00:00    -0.093     5.000
    41.3589   16.1972     12.18.2019 16:00:00    -0.077     5.000
    41.3589   16.1972     12.18.2019 17:00:00    -0.052     5.000
